time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
318.785,0.1138846,0.3885873,0.08482357,-0.2513449,-0.1842676,-0.09460443,0.2227272,0.04677148,0.3469571,356.0016,1.374269,358.5402,0.2250302,1.37068,0.2951963,2.370213,-0.09918017,2.85327,0.02235298,-0.4319196,0.500608,10.86074,352.0779,27.72821,0.08163764,-0.2028383,0.3129953,-3.055713,0.4583198,-0.4386339,0.3718993,-0.2418,0.4803816,344.626,7.055343,337.472,
332.587,0.1208399,0.5861362,0.09064669,-0.351278,-0.0728862,-0.1998916,0.2245014,0.0600024,0.3479439,356.3825,1.16945,358.8276,0.179947,1.651235,0.222489,2.360613,0.7174125,2.625534,0.02425387,-0.4046621,0.5002868,7.861674,351.2226,27.09225,0.01969498,-0.18326,0.3579067,-2.980741,1.401712,-0.7361705,0.3716837,-0.2413519,0.4842695,347.7377,4.973494,338.2905,
346.653,0.1312818,0.7850532,0.08499416,-0.423724,0.07509451,-0.3188602,0.2268305,0.07503869,0.3485054,356.8044,0.8242279,359.2688,0.1750894,1.849416,0.1400317,2.69702,1.116684,1.490216,0.02622919,-0.3778932,0.4997387,5.21453,351.7593,28.7075,-0.07925269,-0.1585319,0.3448465,-2.268939,2.32918,-1.142394,0.3704161,-0.2424337,0.4881403,349.6078,1.564442,339.0021,
360.602,0.1426921,0.9269169,0.07514634,-0.4025795,0.1581897,-0.3387875,0.2292627,0.09104167,0.3490379,357.0168,0.5666863,359.4828,0.1782001,1.969802,0.05152195,2.726652,1.253624,0.4547127,0.02868892,-0.3511752,0.4984335,3.211535,352.3009,30.69807,-0.1528688,-0.180963,0.3235269,-1.814469,2.392244,-1.981516,0.3695162,-0.2457385,0.4931162,351.0084,358.7097,341.4614,
374.462,0.1565006,1.045657,0.05944693,-0.2355677,0.2052064,-0.2788557,0.231671,0.1068431,0.3493722,356.8141,0.3644072,359.5239,0.187358,2.000292,-0.007016599,2.418909,1.206321,0.3807116,0.03184241,-0.3257307,0.4974402,1.549548,352.3438,30.96937,-0.1111111,-0.281648,0.3350973,-2.206675,1.260509,-2.793624,0.3694451,-0.2521015,0.4982512,352.9719,358.8701,345.2898,
388.253,0.1656434,1.101792,0.04280938,0.03153413,0.2187276,-0.1754811,0.234042,0.1216626,0.3494761,356.2902,0.1867258,359.4376,0.2125368,1.976015,-0.04169114,1.90976,1.070623,1.087769,0.03629699,-0.3013529,0.4964304,0.1372289,352.0118,29.24451,-0.02477147,-0.4618971,0.3616583,-3.132468,0.1053577,-3.534652,0.3699102,-0.261412,0.503451,356.1648,0.5051885,349.8828,
402.198,0.1702976,1.107857,0.02375666,0.2763542,0.2227326,-0.04179177,0.2363473,0.1356017,0.3491655,355.725,0.02418468,359.2185,0.261019,1.904948,-0.05037855,1.321592,0.7608452,2.132658,0.04129473,-0.2786269,0.4960684,359.149,351.9267,25.93094,0.03787893,-0.6818918,0.3546019,-4.167344,-0.03931588,-3.759001,0.3706532,-0.2724847,0.5071754,0.7799396,1.530755,353.6901,
416.281,0.1719625,1.070224,0.006618351,0.516072,0.2244792,0.06759553,0.2386093,0.1480335,0.3489166,354.9355,359.8685,358.9802,0.3002134,1.798585,-0.05076451,0.7617692,0.5096244,2.979177,0.04565748,-0.257736,0.4954883,358.4914,351.9356,22.13694,0.01965221,-0.8970535,0.2830668,-4.846054,1.22149,-2.854503,0.371279,-0.2853038,0.5088964,6.269359,359.9324,354.5717,
430.038,0.1724124,0.9865704,-0.01072849,0.8835707,0.2304995,0.09987611,0.2410374,0.1581699,0.3480562,353.5552,359.6696,358.9114,0.2849566,1.691688,-0.06224936,0.3795232,0.7825551,3.403969,0.04885073,-0.2385892,0.4940799,357.4489,351.1774,18.74514,-0.04902703,-1.070725,0.1455106,-5.236355,2.931798,-1.19653,0.3733153,-0.2993955,0.509066,12.07557,355.799,352.5932,
444.095,0.1716924,0.8755141,-0.02608077,1.342399,0.2204083,0.09393121,0.2434264,0.1654264,0.3477648,351.6203,359.5046,358.8654,0.247459,1.575112,-0.08463845,0.4303719,1.01799,3.030287,0.05106772,-0.221716,0.4921117,356.1469,350.5348,17.11703,-0.01118879,-1.118741,0.01581363,-4.771124,2.80003,-0.124435,0.3771661,-0.3124265,0.5078015,15.40944,353.7911,350.6907,
