time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
541.766,0.006617203,-0.01925923,-0.03596094,-0.1062494,0.01135563,-0.145805,0.3620969,0.0262323,-0.1797229,356.8158,343.8535,0.589753,-0.3449028,-2.368033,0.3417015,-2.657569,2.053272,-8.078477,0.1052189,-0.4359985,0.09594352,6.24191,312.159,356.1664,0.04653528,-2.555647,0.3360924,-7.649836,1.38713,-2.000262,0.398923,-0.4373684,0.1927892,19.10976,349.3866,352.6735,
555.758,0.007519579,-0.02053975,-0.04026097,-0.1151564,-0.002719182,-0.1409476,0.3622047,0.02596006,-0.1803808,356.9409,343.8884,0.607729,-0.2200594,-2.516184,0.2132774,-2.886125,1.944228,-8.619883,0.1039787,-0.4680785,0.09646294,14.5133,313.4438,353.9916,0.1768693,-2.684839,0.1664333,-8.056478,0.8869581,-2.257997,0.4040691,-0.4723027,0.1940002,26.46535,351.3043,353.2901,
569.576,0.008604035,-0.02084212,-0.04463048,-0.1210873,-0.02260462,-0.1207713,0.3622987,0.02569804,-0.1810787,357.0654,343.9453,0.5938249,-0.04085474,-2.673949,0.02506992,-3.423685,2.001801,-9.262253,0.1047359,-0.502608,0.093555,23.58278,315.6382,351.7812,0.4237737,-2.757206,-0.09607683,-8.264767,-0.0355222,-3.566687,0.411041,-0.5054974,0.18676,33.6506,357.5725,358.1863,
583.66,0.009006376,-0.02010433,-0.04720765,-0.1208933,-0.03535521,-0.1103956,0.3624026,0.02550682,-0.1817628,357.1835,343.9796,0.6154186,0.09008893,-2.758486,-0.2966597,-4.134939,3.124784,-9.107579,0.1039335,-0.5350257,0.08406692,32.1604,315.2457,348.3811,0.5085819,-2.695707,-0.4148314,-8.394273,0.5348719,-3.564605,0.416401,-0.5338613,0.175953,40.6745,0.4803544,2.071684,
597.743,0.009709111,-0.01834945,-0.04710673,-0.08027192,-0.02279787,-0.144055,0.3625542,0.02532133,-0.182276,357.2611,343.9295,0.813921,0.04388425,-2.647644,-0.6184024,-4.131636,4.959965,-7.161815,0.1035313,-0.5622867,0.07153843,37.46379,309.0216,343.9474,0.515484,-2.548761,-0.6932499,-8.185259,0.964247,-2.8301,0.4224191,-0.5603615,0.1638738,46.84357,1.622531,4.273786,
611.571,0.009391867,-0.01642842,-0.04394378,-0.01482472,0.02057522,-0.2024847,0.3626578,0.02510697,-0.1827028,357.3085,343.7933,1.101128,0.02475747,-2.415445,-0.9594262,-3.878242,6.340833,-5.368834,0.1041119,-0.5833777,0.05499977,42.19577,301.3287,339.9467,0.5307254,-2.317271,-1.001957,-7.919327,0.9330521,-2.182165,0.429632,-0.5833367,0.1477543,52.59568,3.034833,5.962196,
625.371,0.006821312,-0.01348262,-0.0392129,0.009346156,0.06871658,-0.1946711,0.3626947,0.02502701,-0.1830504,357.3353,343.6552,1.16271,0.1472655,-2.053079,-1.146051,-3.37547,5.912829,-4.943757,0.1080656,-0.5965348,0.0407995,47.38726,298.7527,336.9482,0.6317266,-2.009672,-1.185056,-7.294517,1.776048,-2.725132,0.4373346,-0.6003047,0.1320151,56.34495,10.49322,15.44438,
639.481,0.002277413,-0.006734692,-0.03254215,-0.009428491,0.0792056,-0.07605112,0.3625382,0.02540764,-0.1832242,357.274,343.6259,0.9300413,0.217735,-1.691266,-1.163111,-3.115377,4.571111,-4.431099,0.1113444,-0.6073333,0.02884161,49.96221,297.2299,333.0399,0.690376,-1.637516,-1.163808,-6.067929,3.300907,-2.989459,0.4414259,-0.6090422,0.1197708,55.85091,18.5638,28.16013,
653.488,-0.003391679,0.006967443,-0.02119293,0.005510946,0.05085532,0.1106436,0.3622558,0.02633932,-0.1830293,356.9868,343.7029,0.5913045,0.2036358,-1.25209,-1.103622,-3.009747,2.939978,-3.196542,0.1132582,-0.6117945,0.01950658,49.00756,294.87,329.2509,0.5657938,-1.140144,-0.9933168,-4.743361,4.043045,-2.318305,0.4391808,-0.6077828,0.1149695,53.9912,20.97272,35.40553,
667.345,-0.01005184,0.03007034,-0.004847077,0.1160229,0.01853275,0.3000253,0.3617893,0.02776128,-0.1824256,356.3893,343.7973,0.318146,0.1212291,-0.804561,-0.9266717,-3.04196,1.508082,-1.651101,0.1152946,-0.6130286,0.01469422,45.77975,292.063,326.5385,0.09496845,-0.502339,-0.6647131,-0.9785132,1.331986,0.8160535,0.4331717,-0.5972804,0.1123452,52.01702,8.29359,21.58272,
681.384,-0.01768201,0.05544151,0.01599105,0.3450131,0.02935802,0.4877046,0.3613297,0.02880782,-0.1815662,355.3959,343.7874,0.1294659,0.09108773,-0.4931261,-0.6654964,-2.201653,0.6618194,-0.9185035,0.1162306,-0.6112784,0.01485686,44.58062,292.1215,326.4556,-0.1640362,-0.1488554,-0.4956812,0.2226588,-0.9700198,3.030518,0.4363539,-0.5997427,0.1069363,50.03548,357.0294,8.653639,
695.395,-0.0204944,0.0642952,0.03151374,0.5578368,0.0709532,0.53044,0.3612572,0.02917731,-0.1809177,354.5473,343.6583,0.228988,0.1125169,-0.1875058,-0.3211989,-0.0966614,-0.8096787,0.06716613,0.1185619,-0.6083615,0.01504376,42.34122,297.9633,332.0787,-0.1090335,-0.07861555,-0.375177,-0.1484583,-0.8691933,2.363521,0.440521,-0.6045166,0.1071009,50.53286,355.2311,6.890277,
709.26,-0.01840453,0.0582562,0.03725766,0.6115955,0.08845861,0.4166778,0.3612429,0.02926537,-0.1806531,354.1674,343.5724,0.4387619,0.1485598,-0.02594439,-0.0898072,1.140436,-1.548198,0.06946501,0.1196676,-0.6087623,0.01514045,41.01915,303.1201,335.8237,0.1160029,-0.1301467,-0.2272053,-0.2896695,0.791508,0.2614901,0.4440129,-0.606763,0.1091906,51.24244,1.667031,14.79198,
723.298,-0.01345792,0.03987792,0.03480987,0.4734504,0.06467532,0.2418858,0.36128,0.0288935,-0.1805677,354.241,343.5627,0.550435,0.1259138,-0.002032204,-0.01016924,0.9461273,-1.327537,-0.3692897,0.1189199,-0.6096709,0.01578527,41.22888,304.5128,335.9297,0.2472188,-0.1153928,-0.07584199,-0.3664881,1.328474,-0.8827946,0.4463238,-0.6050058,0.1126563,51.27686,6.82726,20.36649,
737.333,-0.008031183,0.01283565,0.02704121,0.1825035,0.01675906,0.07980705,0.3613014,0.02816376,-0.1806365,354.7213,343.6377,0.4720316,0.04652332,-0.007542353,0.005613915,0.1113446,-0.6939498,-0.4612406,0.1171774,-0.6092049,0.01740406,41.78962,302.8978,334.0654,0.2578408,-0.00967838,0.07660621,-0.07620977,0.7482534,-1.066206,0.4481067,-0.6003371,0.1179206,50.97576,8.585624,20.99365,
751.174,-0.003628829,-0.01681485,0.01636872,-0.1658378,-0.03940354,-0.03810136,0.3612612,0.02729025,-0.1808174,355.448,343.7846,0.2333369,-0.03688578,0.025423,0.03254136,-0.4299089,-0.1142772,-0.1874316,0.1151471,-0.6065157,0.0202788,42.03932,300.6846,332.5838,0.154159,0.1771309,0.2236059,0.6724618,-0.4475673,-0.3335712,0.4472215,-0.5918442,0.1235867,49.85803,6.28887,16.62162,
764.958,-0.0003616329,-0.04020659,0.005277653,-0.4421128,-0.08236455,-0.1349945,0.3612113,0.02661985,-0.1810497,356.213,343.9245,0.06204122,-0.09957133,0.116877,0.1023736,-0.4747998,0.113764,0.3288022,0.1131651,-0.6012546,0.02480551,41.57132,299.3644,332.5486,0.02936517,0.3615857,0.3421217,1.269313,-1.236607,0.4709705,0.4459839,-0.5841687,0.129633,48.10116,3.138224,11.75909,
778.897,0.0008883015,-0.04982708,-0.002413328,-0.5535563,-0.09792297,-0.2301204,0.361172,0.02629468,-0.1810907,356.7799,343.9853,0.09630453,-0.1104896,0.2542268,0.226386,0.07825631,-0.153589,0.8025936,0.112903,-0.5938724,0.03072134,40.37122,300.3289,334.4888,-0.05288781,0.477437,0.4161618,1.504734,-1.388984,0.7347592,0.4437305,-0.5764557,0.1358602,46.54622,1.612415,9.108986,
