time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
457.965,-0.129573,-0.0318604,-0.269851,0.4829947,2.735572,-0.2007563,0.1883011,0.02012882,-0.1603926,355.5886,284.9305,2.573359,0.001231551,0.1188346,-0.334878,-0.5116628,1.359892,1.3133,0.08700651,-0.5066256,-0.2474119,32.69312,319.8087,2.29915,-0.2620326,-0.08527561,-0.1570252,-1.141745,1.421037,0.4089332,0.3197407,-0.5758913,-0.01450608,45.2082,298.0753,0.3325183,
471.989,-0.1170655,-0.03369867,-0.2738106,0.4870248,2.695515,-0.1645774,0.1870532,0.01955318,-0.1642926,355.8311,282.8238,2.713432,0.009766594,0.1154848,-0.3355271,-0.4937794,1.42088,1.161115,0.0883798,-0.5052436,-0.2515097,32.35437,318.5096,2.555089,-0.2478438,-0.08529288,-0.1959293,-1.393473,1.702047,0.438998,0.3172152,-0.5770873,-0.01679939,45.50241,295.6078,0.2026123,
485.674,-0.1041824,-0.03486823,-0.2774252,0.4842579,2.644284,-0.1525492,0.1859868,0.01909673,-0.16825,356.0998,280.7714,2.798715,0.009948947,0.1141244,-0.3382156,-0.5040295,1.552301,1.116928,0.08964117,-0.5037866,-0.2557905,31.94371,317.0097,2.941786,-0.2304927,-0.08940749,-0.2251741,-1.549103,1.976703,0.5274369,0.3149292,-0.578377,-0.01904607,45.78312,293.2373,0.5001237,
499.816,-0.09174824,-0.033847,-0.279957,0.4858246,2.587076,-0.1254497,0.1850643,0.01865503,-0.1722195,356.3601,278.7799,2.951494,0.01009336,0.1157917,-0.3394674,-0.5355198,1.69268,1.14843,0.09123185,-0.5023748,-0.25999,31.4165,315.3454,3.386875,-0.2005797,-0.09340539,-0.235036,-1.590144,2.178012,0.6835214,0.3130786,-0.5793706,-0.02036046,45.9903,291.2809,1.386648,
513.741,-0.07941906,-0.03327263,-0.2818264,0.4885111,2.527699,-0.08696813,0.1842725,0.01806504,-0.1761355,356.6272,276.8397,3.141963,0.01560272,0.1190282,-0.3376845,-0.5676324,1.762915,1.21195,0.09294191,-0.5010621,-0.264104,30.71506,313.6946,3.805498,-0.1718541,-0.08775771,-0.1903325,-1.418067,1.737855,0.4597637,0.3117317,-0.5803053,-0.02052044,46.0092,290.0038,1.072609,
527.534,-0.06713213,-0.03410204,-0.2833723,0.5007393,2.476011,-0.06397994,0.1836743,0.01759481,-0.180114,356.9716,274.9194,3.275158,0.02909481,0.123262,-0.3323606,-0.6631989,1.698323,1.257657,0.09523183,-0.4996772,-0.2679235,29.91185,312.0301,3.855706,-0.1516119,-0.0916691,-0.1536801,-1.249102,1.407954,0.1033909,0.3103684,-0.5818564,-0.02058234,46.33721,288.5757,0.1223308,
541.605,-0.05542377,-0.03408825,-0.2849589,0.4928719,2.436283,-0.04773468,0.1831996,0.01729888,-0.1841209,357.2684,273.0211,3.397217,0.04313996,0.125818,-0.3260105,-0.748962,1.613847,1.26997,0.09747875,-0.4984109,-0.2715731,29.09609,310.4424,3.837564,-0.1279477,-0.104627,-0.1268514,-1.015128,1.284344,-0.178117,0.3088807,-0.5832782,-0.02129446,47.03745,287.3408,359.3356,
555.581,-0.04440874,-0.03139643,-0.2858845,0.4522678,2.40966,-0.02042315,0.182853,0.01695871,-0.1880949,357.4347,271.1188,3.532617,0.05841879,0.1240569,-0.3182756,-0.8108254,1.531164,1.210313,0.09980527,-0.497299,-0.2751143,28.43191,308.9491,3.790548,-0.1105965,-0.1047812,-0.1177573,-0.905196,1.280565,-0.2021012,0.3079816,-0.5838738,-0.02158074,47.57979,286.0974,359.0413,
569.458,-0.03310886,-0.0277616,-0.286358,0.3897322,2.379841,0.001957785,0.1826403,0.01657858,-0.1920588,357.5601,269.2653,3.658827,0.0728818,0.1201544,-0.3096201,-0.8492695,1.436705,1.11569,0.1020369,-0.4963145,-0.2784429,27.8625,307.5731,3.700646,-0.1051517,-0.09117746,-0.1119047,-0.8794757,1.167935,-0.1472479,0.3071223,-0.5843572,-0.02197418,47.74705,284.9527,358.7953,
583.236,-0.02333774,-0.0266164,-0.286328,0.3420767,2.348078,0.01866356,0.1825938,0.01615238,-0.1960366,357.7216,267.4351,3.801479,0.08075357,0.1135682,-0.3068068,-0.9698195,1.432923,1.042776,0.1043727,-0.4955866,-0.2817233,27.29108,305.9144,3.467714,-0.1017467,-0.07061455,-0.1174308,-0.947731,1.058884,-0.07557721,0.3066326,-0.5846146,-0.02275532,47.67474,283.6755,358.5229,
