time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
332.289,-0.003533186,0.001302974,0.005614191,0.007507432,0.01098193,-0.0003595544,-0.1048822,0.04336199,0.1489561,352.9914,0.4068127,0.1775426,0.0194145,-0.007659954,0.02828291,0.06228156,0.01260622,-0.007413787,-0.3084172,-0.6947566,0.192463,62.37507,308.1303,284.4274,0.001865342,-0.0002083445,-0.008542139,-0.1693642,-0.0170335,-0.04378873,-3.068367,1.477006,0.6067327,75.27617,36.63608,355.6607,
346.318,-0.00261347,0.001455687,0.00476278,0.01170379,0.01522187,-0.001314329,-0.1048973,0.04337224,0.1489911,352.975,0.3883125,0.1775734,0.01997836,-0.006956048,0.02922058,0.04567512,-0.003568808,-0.03791235,-0.308134,-0.6948888,0.1928077,62.34989,308.2626,284.5244,0.003681096,0.001079576,-0.008281982,-0.1686037,0.03428022,-0.02737151,-3.068371,1.477005,0.6067101,75.30277,36.94107,355.9179,
360.321,-0.002039747,0.001461839,0.004136482,0.01701123,0.01556759,0.004098242,-0.1049151,0.04337886,0.1490247,352.9495,0.3818343,0.1551523,0.01988567,-0.006980566,0.02879086,0.02835824,-0.01119493,-0.04545533,-0.3078764,-0.6950089,0.1931547,62.33374,308.3388,284.5682,0.004326331,0.001596721,-0.007909547,-0.1599668,0.06737696,0.01410878,-3.068375,1.477012,0.6067031,75.34612,37.25823,356.2426,
374.098,-0.00129474,0.0013427,0.003371551,0.01597538,0.01138397,0.01380534,-0.1049066,0.04337755,0.1490562,352.9427,0.3911584,0.1337995,0.01954701,-0.006029182,0.02779468,0.02384984,-0.01864005,-0.04397153,-0.3075885,-0.6950957,0.1934715,62.30611,308.4162,284.6252,0.003818293,0.001564193,-0.006065194,-0.1219979,0.07326017,0.03641766,-3.06838,1.477024,0.6067075,75.37214,37.28611,356.306,
388.192,-0.0003969378,0.001065076,0.002722954,0.01179889,0.003753259,0.0232006,-0.1048796,0.04336822,0.1490831,352.9494,0.4093772,0.09978892,0.02054714,-0.005530673,0.02570486,0.01968248,0.0008500108,-0.04155286,-0.3073452,-0.6950997,0.1937242,62.32011,308.4796,284.6781,0.00354901,0.001582639,-0.004884321,-0.09733491,0.08065045,0.05707755,-3.068382,1.477032,0.6067183,75.39892,37.38656,356.45,
402.258,0.0006499011,0.001272548,0.002009067,0.007626398,-0.004898609,0.03283566,-0.1048372,0.0433872,0.1490937,352.9438,0.4330123,0.05663109,0.02146661,-0.004962607,0.02349774,0.01751237,0.02565126,-0.03712817,-0.3070799,-0.6951057,0.1940104,62.35809,308.5534,284.7464,0.002712131,0.001128206,-0.004224522,-0.08043706,0.07254916,0.08006746,-3.068381,1.477038,0.6067396,75.44676,37.42882,356.5511,
415.966,0.00141393,0.002374675,0.001735583,0.01197754,-0.01287386,0.0401839,-0.1047962,0.04345587,0.1491108,352.9201,0.4688616,0.01730642,0.02047506,-0.004663465,0.02313596,0.02143441,0.02896431,-0.03630304,-0.3068583,-0.6951638,0.1943288,62.37872,308.6384,284.8228,0.002946656,0.001367728,-0.003725822,-0.0730624,0.0757044,0.06649423,-3.068377,1.477042,0.6067712,75.47701,37.43856,356.6136,
429.956,0.0021099,0.0043102,0.002054257,0.02803909,-0.02014134,0.04523959,-0.1047459,0.0435746,0.1491477,352.8674,0.5059702,359.9821,0.01477501,-0.004920682,0.02238949,0.003411984,0.0003097405,-0.001340735,-0.3067559,-0.6952146,0.1945121,62.36842,308.5695,284.7671,0.00368948,0.001684961,-0.004874223,-0.09783719,0.08325829,0.05545429,-3.068377,1.477048,0.6067882,75.51247,37.68389,356.8771,
443.984,0.003023202,0.00517021,0.002804334,0.05586896,-0.03088522,0.04022049,-0.1046748,0.04366577,0.1492256,352.7726,0.5501598,359.9658,0.009634879,-0.004597496,0.02622861,0.01182619,-0.03308735,-0.0118065,-0.3065982,-0.695338,0.1949879,62.31902,308.6028,284.7918,0.004069633,0.001652032,-0.006711157,-0.1351082,0.0750995,0.03480859,-3.068379,1.477058,0.6067996,75.56374,38.006,357.1717,
457.874,0.00414804,0.005437867,0.002618589,0.06231489,-0.0349731,0.0368019,-0.1045833,0.04374233,0.1492763,352.7259,0.590725,359.9465,0.002953973,-0.003997869,0.03095094,0.02021274,-0.07094266,-0.01058645,-0.3066086,-0.6954415,0.1955977,62.21617,308.6273,284.8086,0.00458861,0.00177423,-0.008245417,-0.1688145,0.06506511,-0.00489632,-3.068385,1.477069,0.606797,75.6032,38.41294,357.4868,
